likes,reposts,text,I
2261,52,"Хорошая дочь стоит двух плохих сыновей.

Абхазские пословицы и поговорки",FALSE
1108,17,"Всякий советник хвалит свой совет, но иной советует в свою пользу.

 Библия. Ветхий завет",FALSE
1985,70,"Страшная ненадежность моего внутреннего бытия.

Ф. Кафка ""Дневники""",FALSE
4485,158,"И сломанные часы дважды в сутки показывают точное время.

Стивен Кинг ""Зеленая миля""",FALSE
2948,72,"Если человек идиот, то это надолго!

к/ф ""Бриллиантовая рука""",FALSE
5214,272,"Бессмысленно продолжать делать то же самое и ждать других результатов.

 Альберт Эйнштейн",FALSE
3317,179,"И теперь я смотрю на нее и думаю: 
«Вот человек, который скоро заявит о своих правах на мое внимание к нему и на весь мир моей души… Станет рыться во мне, изучать меня, следить за мной, думать обо мне, и все это затем, чтобы узнать, что есть я. Я же сам так смутно представляю себе то, что есть мое «Я».

Максим Горький",TRUE
5709,228,"Eсли ты любишь человека таким, какой он есть, то ты любишь его. Eсли ты пытаешься его кардинально менять, то ты любишь себя. Вот и всё.

Аврелий Августин",FALSE
7258,329,"""Я хочу хоть с одним человеком обо всём говорить как с собой.""

Ф.М.Достоевский ""Идиот""",FALSE
1746,76,"Когда, изнемогши от муки,
Я больше ее не люблю,
Какие-то бледные руки
Ложатся на душу мою.
И чьи-то печальные очи
Зовут меня тихо назад,
Во мраке остынувшей ночи
Нездешней мольбою горят.
И снова, рыдая от муки,
Проклявши свое бытие,
Целую я бледные руки
И тихие очи ее.

Н. Гумилев  1914",TRUE
4955,208,"Истинный характер человека можно определить по тому, как он развлекается.

Джошуа Рейнольдс",FALSE
5787,356,"Женщину теряешь так же, как свой батальон: из-за ошибки в расчётах, приказа, который невыполним, и немыслимо тяжких условий. И ещё из-за своего скотства.

Эрнест Хемингуэй «За рекой, в тени деревьев»",FALSE
2856,101,"Жизнь ломает людей без шума, без криков... без слез... незаметно...

Максим Горький  «Мещане»",FALSE
3268,80,"Любовь не всегда приходит по твоему желанию. Иногда это случается против твоей воли.

 Вирджиния Эндрюс  «Цветы на чердаке»",FALSE
2202,68,"Дорогие, надо же сколько-нибудь думать, это очень помогает.

Евгений Замятин ""Мы""",FALSE
2782,72,"Для столкновения требуются двое.

Фрэнсис Скотт Фицджеральд
«Великий Гэтсби»",FALSE
1892,53,"Он вступил в общество себе подобных, но продолжал оставаться одиноким 

Виктор Гюго ""Человек, который смеется""",FALSE
1757,33,"Он почувствовал себя выброшенным из жизни.
Он почувствовал, что теряет мужество.
Ему было 10 лет.

Виктор Гюго ""Человек, который смеется""",FALSE
2534,92,"Никто теперь не ценит искусства жить. Бегут на поезда, договариваются о встречах, всему определяют время, а все это чушь. Поднимайтесь с солнцем, ешьте, когда вам захочется, не связывайте себя с днями и часами - вот что я вам посоветую. 

Агата Кристи, ""Загадка Ситтафорда""",TRUE
1221,40,"Когда собаки теряют надежду, они умирают естественно — тихо, без ропота, в страданиях, не известных миру. Не дело Бима и не в его способностях понять, что если бы не было надежды совсем, ни одной капли на земле, то все люди тоже умерли бы от отчаяния. 

Гавриил Троепольский. ""Белый Бим Черное ухо""",FALSE
4065,96,"Мне даже обнять некого, чего уж там о любви говорить...

Виталий Гринберг ""Счастливое нечто""",FALSE
4663,168,"Как многозначительно бывает молчание женщины и сколько чувств скрывается порой за пустым разговором.

 Оноре де Бальзак «Покинутая женщина»",FALSE
2593,102,"Мир не кровью,
 А дружбой и любовью
 Должны мы уберечь.

 Ганс Сакс",FALSE
3959,139,"Я на тебя гляжу и это лучше, чем смотреть на все портреты мира.

Фрэнк О'Хара",TRUE
4871,160,"За одну бессонную ночь узнаешь больше, чем за год сна

Эмиль Мишель Чоран",FALSE
1877,38,"Из моего опыта: кот и кровать будто созданы друг для друга.

Луис Камути",FALSE
3791,255,"Если постоянно быть хорошими и кроткими с теми, кто жесток и несправедлив, дурные люди начнут всегда добиваться своего, потеряют всякий страх и поэтому не только не станут меняться к лучшему, а, наоборот, будут делаться все хуже и хуже. Если нам наносят удар без малейшей причины, мы должны отвечать самым сильным ударом, на какой способны. Я в этом убеждена: таким сильным, чтобы тот, кто нас ударил первым, навсегда закаялся поднимать на нас руку.

Шарлотта Бронте ""Джейн Эйр""",TRUE
2286,74,"Человек никогда не бывает лицемером в своих удовольствиях.

Альбер Камю «Падение»",FALSE
4540,164,"Зачем мне другие? Я не хочу быть вагоном, в который входят и выходят. Мне нужен один пассажир, с которым я доеду до конечной.

Ринат Валиуллин ""Кулинарная книга""",TRUE
2239,80,"Мужчина не думает о себе лишь в те минуты, когда он уверен, что кто-то другой думает только о нем.

Луиза Франсуаза де Ла Бом Ле Блан",FALSE
2766,114,"Воображение правит миром.

Наполеон I Бонапарт",FALSE
5211,186,"Для того и нужны друзья, верно? Друг умеет угадать, что у человека на душе, пусть даже тот говорит обратное. 

Марк Леви. «Похититель теней.»",FALSE
2332,63,"Я свободен от предрассудков. Я ненавижу всех в равной степени.

Уильям Клод Филдс",TRUE
4120,133,"Спасти брак от развода можно, лишь не явившись на свадьбу.

Джозеф Мерфи",FALSE
2993,96,"У каждого в жизни бывают ошибки, которые никогда и ничем не исправишь.
 
Стефан Цвейг ""Мария Стюарт""",FALSE
2272,81,"Все люди — друзья по выгоде и враги по выбору.

Джон Кристофер «Смерть травы»",FALSE
1668,49,"Стоило ли что-то совершать, чего-то добиваться, когда гораздо приятнее было рассказывать ей о том, что я собираюсь совершить.

 Фрэнсис Скотт Фицджеральд «Великий Гэтсби»",TRUE
5729,238,"Постараюсь навек сохранить этот вечер в груди.
Не сердись на меня. Нужно что-то иметь позади.

Иосиф Бродский.",FALSE
247,0,"Друзья, новое обращение к вам в обсуждениях на тему комментариев.

https://vk.com/topic-26610299_31417863",FALSE
2465,103,"С ума сойти, сколько животных обречены на бегство и вымирание только потому, что люди любят деньги до потери разума!

Марк Леви. Похититель теней",FALSE
3386,126,"Воспоминания сочатся из прошлого, черня и пачкая настоящее.

Дэниел Киз, ""цветы для Элджернона""",FALSE
4426,157,"Мне плохо. Это не та болезнь, которую может вылечить врач, она внутри, у меня в груди. Там всё пусто, как будто мне вырвали сердце.

Дэниел Киз, ""Цветы для Элджернона""",FALSE
4472,130,"В прошлый раз я сказал, что ты нравишься мне. Нужно было быть решительнее и сказать, что я люблю тебя.

Дэниел Киз."" Цветы для Элджернона"".",TRUE
3103,111,"Я похож на человека, который проспал полжизни, а теперь пытается узнать, кем он был, пока спал. 

Дэниел Киз. Цветы для Элджернона",TRUE
2843,122,"Кто сказал, что мой свет лучше твоей тьмы?

Дэниел Киз. Цветы для Элджернона",FALSE
2843,132,"Если не хочешь остаться ребенком навеки, нельзя ждать подсказок от других. Ты должен найти решение в себе самом — почувствовать, что будет правильно. Научись доверять себе.

Дэниел Киз ""Цветы для Элджернона""",FALSE
2155,62,"Если бы я мог, я сидел бы и читал все время.

Дэниел Киз ""Цветы для Элджернона""",TRUE
2341,103,"Утром, когда я проснулся, мне показалось, что я уже умный, но я ошибся. Каждое утро я так думаю и все время ошибаюсь.

Дэниел Киз. Цветы для Элджернона",TRUE
4258,247,"Повторяю, если хочешь что-то делать, не бойся сделать что-нибудь неправильно, не опасайся, что совершишь ошибки. Многие считают, что они станут хорошими, если не будут делать ничего плохого. Это ложь…

Винсент Ван Гог",FALSE
2743,76,"Тени прошлого цепляются за ноги и тянут меня вниз.

Дэниел Киз. Цветы для Элджернона",FALSE
1534,48,"— Ты стал циником, — сказал Немур. — Гениальность убила в тебе веру в человечество.

Дэниел Киз. Цветы для Элджернона",FALSE
2570,68,"Благие намерения всегда принимаются слишком поздно

Оскар Уайльд. Портрет Дориана Грея",FALSE
2798,104,"Поверхностными людьми я считаю как раз тех, кто любит только раз в жизни. Их так называемая верность, постоянство - лишь летаргия привычки или отсутствие воображения.

Оскар Уайльд. Портрет Дориана Грея",TRUE
3259,130,"Он был еще в пижаме,он стучал по стеклу , но не решился разбить оконное стекло, потому что он крайне скуп. Я на его месте все бы разнесла, даже если бы мне пришлось в кровь разбить руки.

Жан Поль Сартр. Интим",TRUE
8475,406,"- Скажите честно, внешность мужчины важна для женщин?
- Конечно! В лице, в глазах должна быть порода. Бывают такие, что от одного его взгляда дуреешь.

Слава Сэ, Сантехник. Твоё моё колено",FALSE
3404,74,"... свежие розы в воскресенье, да ещё в этакую рань, несомненно пахнут воровством.

Эрих Мария Ремарк  «Три товарища»",FALSE
3309,118,"Я вернулся к себе, думая о том, что если сравнивать людей с дождём, то я — мелкая морось, а она — ураган.

Джон Грин ""В поисках Аляски""",TRUE
6187,246,"Всему, что возникает, суждено исчезнуть.

Джон Грин ""В поисках Аляски""",FALSE
1365,28,"Я, наверное, никогда не привыкну к женщинам. Каждый раз, когда я вижу их, мне кажется, что они пришельцы из других миров и в любую минуту могут исчезнуть… 

Слава Курилов ""Один в Океане""",TRUE
2164,70,"- Мужчины проще устроены, - заявил доктор, барабаня пальцами по столешнице красного дерева. – У мужчины что мочеполовая, что голова…. Всё понятно, никаких тебе закавык. А вот дамы — другое дело. Господь Бог немножко перемудрил с  вашим организмом.  

Халеда Хоссейни « Бегущий за ветром»",FALSE
6199,202,"Она пожала мне руку. ... Пожала локоть, бицепс, плечо, подбородок. Ее губы коснулись моих. Я ослеп, оглох, онемел. Я был рожден ради этого мгновенья.

Фредерик Бегбедер. Романтический эгоист",TRUE
8954,236,"Если не видишь недостатков в человеке, значит, ты влюбился. 
Идиот.

Антон Павлович Чехов.",FALSE
1779,38,"Лучше камни бить на мостовой, чем позволить женщине завладеть хотя бы кончиком пальца

И. С. Тургенев ""Отцы и дети""",FALSE
1633,49,"Я надеялся букетом цветов немного удовлетворить свою любовь к ней, но совершенно напрасно. Это достижимо только литературой или соитием.

Франц Кафка. Дневники",TRUE
1149,34,"Может, я его и обидел, только, по-моему, он не мог обидеться всерьез. Более защищенного от обид человека свет не видал. Люди никак не могли его задеть, потому что людьми он не интересовался. Помню, как-то раз, незадолго до его смерти, я пытался его заставить хоть что-нибудь рассказать о моей матери. И он ничего не мог вспомнить. 

Курт Воннегут ""Колыбель для кошки""",TRUE
1236,22,"Эти неистовые влюбленные молодые люди всегда поступают по-своему. Завтра я предложу вернуть долг. Он начнет протестовать и наговорит всякий вздор, настаивая на своей любви к тебе. И тогда с делом будет покончено.

Джейн Остин
«Гордость и предубеждение»",TRUE
10938,614,"Какие же они странные, эти дни, в которые положено радоваться согласно календарю.

Марк Леви. ""Где ты?""",FALSE
6877,195,"- А ты, Карина? Что будешь делать на Новый год?
- Поправлюсь на два кило…

Анна Гавальда. ""Просто вместе""",FALSE
1980,80,"Если похвалы, расточаемые друзьями, иной раз дают повод усомниться в их искренности, то зависть врагов заслуживает полного доверия.

Карл Иммерманн",FALSE
6256,231,"Особенно я ненавижу, когда вечностями швыряются. Братья навек. Вечная дружба. Навеки вместе. Вечная слава... Откуда они все это берут? Что они видят вечного?

Братья Стругацкие",TRUE
4633,250,"— А где вы успели нажить себе так много врагов?
— Для этого не надо быть гением. Делай свое дело, говори правду, не подхалимствуй — и этого вполне достаточно, чтобы любая шавка облаяла тебя из-под каждого забора. 

Валентин Пикуль «Честь имею»",FALSE
5896,225,"Балуйте детей, господа! Никто не знает, что их ожидает в будущем.

Владимир Набоков",FALSE
4837,199,"Если бы многим людям, не было бы больно, то вряд ли было бы так много прекрасных стихов, картин и музыкальных произведений.

К. Смит",FALSE
5835,248,"Неспособность сделать из своей жены любовницу доказывает лишь несостоятельность мужа. Надо уметь обрести в одной женщине всех женщин.

Оноре де Бальзак «Кузина Бетта»",FALSE
3820,150,"Если нельзя себе что-то простить, можно об этом забыть.

Оскар Уайльд «Портрет Дориана Грея»",FALSE
2497,48,"Матери, они вроде полицейских. Всегда верят худшему.

 Марио Пьюзо «Крестный отец»",FALSE
2199,75,"В мире слишком много холода,- сказал я.-Если б только люди могли договариваться обо всем, было бы по-другому.

Чарльз Буковски ""Женщины""",FALSE
2997,73,"Говорят, что хорошие люди умирают молодыми. А можно сказать по-другому: умирают хорошими только те, кто умирает молодым.

Джонатан Тригелл «Мальчик А»",FALSE
2999,102,"А теперь на меня навалилась серость всех серых дней в мире.

Аноним «Дневник Алисы (Синяя трава)»",FALSE
2987,93,"Темнота в комнате была для меня как свет солнца.

Чарльз Буковски",FALSE
1683,45,"Он всегда говорил, что с правдой чересчур носятся. И в конце концов, никто никогда не получал премии за правду.

Сара Уинман ""Когда бог был кроликом""",FALSE
2841,92,"Женщина может простить мужчине зло, которое он причинил ей, но жертв, которые он ей принёс, она не прощает.

Уильям Сомерсет Моэм «Луна и грош»",FALSE
2347,113,"Я против несправедливости к любому отдельному человеку, но вот соберутся все эти люди в толпу, вонючую и орущую низости, — и мне иногда чудится, что Атомная Бомба была величайшим изобретением человека.

Чарльз Буковски",TRUE
3584,171,"В жизни вам ничего не обещано. С вами не заключали никакого контракта.

Чарльз Буковски",FALSE
2495,106,"— а счастливые люди бывают?
— есть много людей, которые притворяются счастливыми.
— зачем?
— просто им стыдно и страшно, но не хватает духу в этом признаться.

Чарльз Буковски ""Истории обыкновенного безумия.""",FALSE
3183,84,"Среди женщин, ни разу не спавших с мужчиной, больше проституток, чем среди тех, для кого это стало горьким куском хлеба.

Эрих Мария Ремарк. ""Триумфальная арка""",FALSE
2181,82,"Нынешним женщинам не составляет труда вести себя по-мужски; но им очень редко удается вести себя по-джентльменски.

 Комптон Макензи",FALSE
1251,43,"Голос интеллекта тих, но он не устает повторять — и слушатели находятся. 

Зигмунд Фрейд",FALSE
2414,121,"— Я только что думал...
 — Очаровательное занятие, мой друг. Не гнушайтесь им и впредь.

Агата Кристи «Загадка Эндхауза»",TRUE
1108,36,"В известности есть страшное однообразие — все люди так похожи в своих чувствах и словах, и вам так быстро это приедается, так трудно изображать интерес к тому, что стало для вас обыденным.

Маргарет Форстер «Записки викторианского джентльмена»",FALSE
1356,37,"Когда весь человек счастья достигнет, то времени больше не будет, потому что не надо.

Фёдор Достоевский «Бесы»",FALSE
8774,415,"Мне больно смотреть на великолепных женщин, обременяющих себя дерьмовыми отношениями.  

Берендт Г., Туччилло Л., ""Вы просто ему не нравитесь"".",FALSE
4696,156,"Кто-то подпускает к себе только после трех шагов навстречу. 

Э.Сафарли ""Мне тебя обещали""",FALSE
2246,66,"Нам нравится быть не теми, кто мы на самом деле.

 Альбер Коэн",FALSE
3516,136,"Из человека можно сделать все, стоит только подойти к нему со слабой стороны.

Адольф Книгге",FALSE
5641,221,"Слова нынче дешевы.

Жан-Батист Мольер",FALSE
3606,125,"Кто забывает прошлое, обречён его повторять.

Чак Паланик",FALSE
9947,454,"Ты — единственное море, в котором мой инстинкт самосохранения равен нулю и когда я в тебе тону, то с улыбкой иду ко дну.

В. Ток",TRUE
3044,141,"Какой резон для человека приобрести весь мир, если он теряет собственную душу?

Оскар Уальд",FALSE
3922,232,"Чем примитивней человек,тем больше он собой доволен.

Э. М. Ремарк",FALSE
4534,167,"Большинство молодых людей до смерти пугаются, если видят, что у женщины в голове есть хоть какие-нибудь мысли. 

Рэй Брэдбери",FALSE
3209,114,"Жить вместе людям мешает их глупость, а не различия.

Анна Гавальда",FALSE
4614,145,"При возможности потерять ее навеки она стала для меня дороже всего на свете.

Михаил Лермонтов",FALSE
293,0,"Для тех, кто чего-то ждет от моей группы)

https://vk.com/topic-26610299_28983758",FALSE
1282,22,"Мир мне привычен,
как слово
«здравствуйте».

Роберт Рождественский",FALSE
3253,128,"Совершенно излишне заводить разговор о себе; он начнется, едва вы уйдете.

 Уилсон Мизнер",FALSE
1832,61,"В доме повешенного не говорят о верёвке.

 Мигель де Сервантес Сааведра
«Хитроумный идальго Дон Кихот Ламанчский»",FALSE
2228,61,"Как-то лучше там, где привыкнешь: хоть и с горем пополам живёшь, а всё-таки лучше.

Ф. М. Достоевский ""Бедные люди""",FALSE
1251,34,".. Случается же так, что живешь, а не знаешь, что под боком там у тебя книжка есть, где вся-то жизнь твоя как по пальцам разложена. Да и что самому прежде невдогад было, так вот здесь, как начнешь читать в такой книжке, так сам все помаленьку и припомнишь, и разыщешь, и разгадаешь.

Ф. М. Достоевский ""Бедные люди""",FALSE
3248,129,"Это какая-то дрянь, а не люди, просто дрянь; так себе, только числятся, а на деле их нет, и в этом я уверен.

Ф. М. Достоевский ""Бедные люди""",TRUE
2012,39,"Говорят, что раскаяние облегчает душу, — напротив.

Ф. М. Достоевский ""Бедные люди""",FALSE
2272,55,"Когда мне грустно, так я рада болтать, хоть об чём-нибудь. Это лекарство: тотчас легче сделается, а особливо, если выскажешь всё, что лежит на сердце.

Ф. М. Достоевский ""Бедные люди""",TRUE
1418,44,"И вот какие-то подлые, мелкие случаи и взбесят всегда человека, и робость на него наведут, и всю решимость, которую заранее обдумал, уничтожат.

Ф. М. Достоевский ""Бедные люди""",FALSE
571,13,"Нарочно разглядывал к чему бы мыслям прилепиться, развлечься, приободриться: да нет — ни одной мысли ни к чему не мог.

Ф. М. Достоевский ""Бедные люди""",FALSE
3144,119,"Моя мечтательность изнуряет меня.

Ф. М. Достоевский ""Бедные люди""",FALSE
1715,49,"Воспоминания, радостные ли, горькие ли, всегда мучительны; по крайней мере так у меня; но и мучение это сладостно. 

Ф. М. Достоевский ""Бедные люди""",FALSE
1046,23,"Вас увозят, вы едете! Да тепеть лучше бы сердце они из груди моей вырвали, чем вас у меня! 

Ф. М. Достоевский ""Бедные люди""",FALSE
1106,30,"Мира мне
так бесконечно мало,
что лучше об этом
не говорить! 

Роберт Рождественский",FALSE
3500,162,"Если твое счастье зависит от того, как поступают другие, то, пожалуй, у тебя действительно есть проблемы. 

Ричард Бах",FALSE
1949,59,"Да не умрёт любовь и не убьёт.

Джон Донн",FALSE
1348,43,"Одно утешение — может быть, я не выглядел таким дураком, каким себя чувствовал.

 Уильям Сомерсет Моэм «Пустячный случай»",TRUE
1487,50,"— А что это за шаги такие на лестнице? — спросил Коровьев, поигрывая ложечкой в чашке с черным кофе.
 — А это нас арестовывать идут, — ответил Азазелло и выпил стопочку коньяку.
 — А, ну-ну, — ответил на это Коровьев.

Михаил Булгаков «Мастер и Маргарита»",FALSE
2487,63,"Сейчас ночь, и никто завтра не упрекнет меня за то, что я скажу сейчас, ибо это могло быть сказано во сне.

Франц Кафка. Описание одной борьбы",TRUE
6998,226,"Хорошие девочки всегда остаются в дураках.

Сесилия Ахерн",FALSE
3129,119,"Чтобы исцелить страдание, нужно пережить его полностью.

Марсель Пруст",FALSE
1987,87,"Скажи мне милая,зачем ты от меня ушла
В туманные неведомые дали,
Я так хотел тебя в последний раз обнять
Но вот остался с распростертыми руками.

Я по крупицам создавал тебя, одну
Я рисовал тебя для сердца, слов, и боли
Я очутился в твоем сказочном плену
Словно актер, тот у которого нет роли.

Я перечитывал тебя, словно роман
И дотянуться запросто тогда я мог до звезд
Я правду знать хотел, но был обман
Я за тобой бродил как самый верный пес.

Я верен был, доверчив был, тобою болен
Я просыпался, с мыслью чтобы доказать
Что лишь с тобою я душою волен
Ну а с другою, мне пожизненно страдать.

Тебя вернуться, сотни раз молю, прошу
Срываюсь вниз, чтобы с желанием разбиться
Твои черты.. словно на вырванной странице
Лежат как снег.. поверь, я счастье в них ищу.",TRUE
3775,156,"Надо много пережить, чтобы стать человеком. 

А.Сент-Экзюпери",FALSE
3237,90,"Дура с сердцем и без ума такая же несчастная дура, как и дура с умом без сердца. Старая истина. Я вот дура с сердцем без ума, а ты дура с умом без сердца; обе мы и несчастны, обе и страдаем.

Ф.М.Достоевский.""Идиот""",TRUE
1592,53,"Как же, как же, я имел удовольствие встретиться с этим молодым человеком на Патриарших прудах. Он едва самого меня не свел с ума, доказывая мне, что меня нету!

М. Булгаков ""Мастер и Маргарита""",TRUE
6436,333,"Прекратите искать бессмысленные, слабые отговорки и примите правду: вы либо глупы, либо ленивы, либо вам наплевать. 

Ларри Уингет",FALSE
4022,98,"Чем страсть сильнее, тем печальней бывает у нее конец.

Уильям Шекспир",FALSE
3458,160,"Глядя на её невинный сон, кто мог бы сказать, что Богу принадлежит лишь половина этого прекрасного лица, другая же половина — Сатане?

Генри Миллер. Тропик Козерога",FALSE
3498,69,"Как я убедился на горьком опыте, мир держится на сексуальных отношениях.

Генри Миллер. Тропик Козерога",TRUE
1928,92,"Если вы стремитесь развить свой ум, бросьте! Ум не разовьешь. Обратите внимание на свое сердце - мозг находится там.

Генри Миллер. ""Тропик Козерога"".",FALSE
2256,51,"Страдание и радость плачут одинаково. 

Алессандро Д'авения",FALSE
3163,83,"Когда заставляешь страдать другого, хуже всего делаешь самому себе. 

Фредерик Бегбедер ""Любовь живёт три года""",FALSE
1861,36,"В ту ночь я открыл невероятное наслаждение - я смотрел на тело спящей женщины, и мне не мешали ни стыд,ни гнетущее желание.

Габриэль Маркес. ""Вспоминания моих несчастных шлюшек.""",TRUE
2927,57,"Странно, почему людей оплакивают, когда они умирают, а детей не оплакивают, когда они вырастают. Ведь этого милого ребенка уже не будет, когда он вырастет.

Эльчин Сафарли. Мне тебя обещали",FALSE
3745,191,"Главное - поменьше говорить. И тогда собеседник сам придумает способ все себе рационально объяснить. По крайней мере, я до сих пор не встречал такого, кто бы не справился. Люди - очень талантливые. Очень.

Макс Фрай. ""Сказки старого Вильнюса""",TRUE
828,23,"Подобная слабость характера, если ее можно так назвать, говорила о том, что Джуду на роду было написано страдать всю свою жизнь, пока над его ничтожным существованием не опустится занавес, возвещая, что он наконец обрел покой.

Томас Гарди. “Джуд незаметный.”",FALSE
7005,383,"...мои приоритеты менялись, по мере того как я становилась старше. Но теперь я не хочу ""вроде как встречаться» с кем бы то ни было. Я не хочу «как бы проводить вместе время» с кем бы то ни было. Я не хочу тратить силы на то, чтобы подавлять собственные чувства и казаться безразличной. Я хочу демонстрировать свою заинтересованность, Я хочу спать с человеком, который — я точно знаю — придет снова, потому что он уже доказал мне: он надежен и честен — и действительно увлечен мной. Разумеется, сначала нужно проявлять некоторую осторожность в выражении чувств. Эта осторожность нужна не для того, чтобы мужчина чувствовал себя комфортнее. Она нужна только для вас, потому что всегда следует помнить: вы хрупкое и драгоценное создание, которое должно тщательно и избирательно подходить к выбору того, кому подарить свою любовь. Именно так я и поступаю сейчас. И дела идут совсем не плохо.

Г.Берендт ""Вы просто ему не нравитесь""",TRUE
4256,278,"— Эх, кабы, знать, что Принц тоже любит меня, можно было бы отправить ему в подарок вот этот чудесный цветок! — потрошила Принцесса свой гербарий. — А раз определенности нет — отправлю осиновый кол и дохлого кузнечика. Пусть анализирует!

Юлия Надеждинская, «Сказки про Принцессу»",FALSE
4151,108,"Женщины бывают до бесконечности верны или, точнее, до бесконечности навязчивы.

Ги де Мопассан",FALSE
2620,83,"Просто диву даешься, как можно лгать, прикрываясь здравым смыслом. 

Жан-Поль Сартр, ""Тошнота""",FALSE
2202,59,"Всё, что я знаю о своей жизни, мне кажется, я вычитал из книг.

Жан-Поль Сартр ""Тошнота""",TRUE
1557,45,"Поистине многие люди читают только для того, чтобы иметь право не думать.

Георг Кристоф Лихтенберг",FALSE
2143,77,"Как ни глупы слова дурака, а иногда бывают они достаточны, чтобы смутить умного человека. 

Николай Гоголь",FALSE
1446,43,"Что должен чувствовать человек, ради которого жили многие поколения? Ничего он не чувствует. Ничего не понимает. И ведет он себя так, будто с него с первого и начиналась жизнь и им она и закончится.

Прощание с Матерой. В. Распутин",FALSE
927,13,"Обдумывая поездку в Лондоне, я всегда твердо решаю, что буду вставать рано утром и купаться до завтрака, и я благоговейно укладываю в чемодан трусики и купальное полотенце.Я всегда беру с собой красные трусики. В красных трусиках я себе очень нравлюсь. Они мне очень идут.

Джером Клапка Джером  ""Трое в лодке, не считая собаки""",TRUE
1834,60,"Э-эх, до чего же мы все добрые по отдельности люди и до чего же безрассудно и много, как нарочно, все вместе творим зла.

В. Распутин ""Прощание с Матерой""",FALSE
1812,72,"Был темный дождливый день в две краски. Всё освещенное казалось белым, всё неосвещенное — черным. И на душе был такой же мрак упрощения, без смягчающих переходов и полутеней. 

Борис Пастернак. Доктор Живаго",FALSE
2463,93,"То, что для одного Вера, для другого — безумие.

Томас Браун",FALSE
1385,25,"Какую клевету не взведи на человека, он, в сущности, заслуживает в двадцать раз хуже того.

И. Тургенев ""Отцы и дети""",FALSE
933,0,"Дорогой М. Не перестаешь удивлять отличными редкими цитатами) любимый паблик, и думаю, не только у меня)

Пы.сы. Всех с наступающим ❄️⛄️🎁🎄🎅",FALSE
2910,99,"Брак — единственная форма рабства, допускаемая законом.

Джон Стюарт Милль",FALSE
767,17,"В чьей я власти? Она гнет меня, как мягкое раскаленное железо, я оглушен, я слеп от собственного жара и искр. Что ты делаешь, человече, когда это случается с тобою? Идешь и берешь женщину? Насилуешь ее? Подумай: сейчас ночь, и Мария так близко, я могу совсем, совсем неслышно дойди до ее комнаты... И я хочу ее крика! А если Магнус закроет мне путь? Я убью Магнуса.

Леонид Андреев. Дневник Сатаны.",TRUE
1370,47,"Я вот иной раз задумаюсь про жизнь — даже страшно станет. Особливо ночью... не спится когда.. Смотришь: перед тобой море, над тобой — небо, кругом темно таково, жутко... а ты тут — один! И станешь тогда сам для себя таким маленьким, маленьким...Земля под тобой шатается, и никого то на ней, кроме тебя, нет.

Максим Горький ""Мальва""",TRUE
2622,66,"Мне всегда не везло. В день моих похорон все говорили о похоронах дочери аптекаря. Она умерла накануне.

Франко Арминио. ""Открытки с того света""",FALSE
2440,78,"О ты, якобы чистая вода, ты похожа на мнимых друзей. Сверху ты теплая, а на дне — холодная 

Виктор Гюго. ""Человек, который смеется""",FALSE
